Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y,Vision_Score,Defensive_Vulnerability,Defensive_Rating_100
Home,BALL LOST,THEFT,2,108222,4328.88,108229,4329.16,Player5,,0.51,0.1,0.54,0.11,4329.118958397581,False,90.60686508532682
Away,CHALLENGE,TACKLE-WON,2,108227,4329.08,108227,4329.08,Player20,,0.52,0.1,,,3389.152665025096,False,70.93371681963903
Away,RECOVERY,THEFT,2,108227,4329.08,108227,4329.08,Player20,,0.52,0.1,,,3389.152665025096,False,70.93371681963903
Away,PASS,,2,108232,4329.28,108239,4329.56,Player20,Player27,0.52,0.08,0.59,0.05,1920.715215474304,True,40.19986192761765
Away,PASS,,2,108253,4330.12,108268,4330.72,Player27,Player20,0.58,0.06,0.54,0.07,,False,
Away,PASS,,2,108326,4333.04,108361,4334.44,Player20,Player19,0.6,0.11,0.54,0.2,661.7552465615786,True,13.850293540306433
Away,PASS,,2,108488,4339.52,108511,4340.44,Player19,Player27,0.73,0.33,0.82,0.12,,False,
Away,SHOT,ON TARGET-SAVED,2,108611,4344.44,108628,4345.12,Player27,,0.92,0.28,0.99,0.51,2896.488114870155,True,60.62242926732493
Home,RECOVERY,SAVED,2,108628,4345.12,108628,4345.12,Player11,,0.99,0.45,,,3389.2591001388087,False,70.93594446736162
Home,PASS,,2,108710,4348.4,108748,4349.92,Player11,Player5,0.98,0.43,0.79,0.2,,False,
Home,PASS,,2,108818,4352.72,108873,4354.92,Player5,Player10,0.65,0.11,0.54,0.22,424.034603870613,True,8.874888057739101
Home,PASS,,2,109010,4360.4,109035,4361.4,Player10,Player8,0.27,0.45,0.17,0.39,,False,
Home,BALL LOST,THEFT,2,109058,4362.32,109088,4363.52,Player8,,0.16,0.39,0.2,0.41,4682.318768691756,False,97.99920700686481
Away,CHALLENGE,TACKLE-WON,2,109083,4363.32,109083,4363.32,Player19,,0.19,0.45,,,3389.468738462745,False,70.94033212025731
Away,RECOVERY,THEFT,2,109083,4363.32,109083,4363.32,Player19,,0.19,0.45,,,3389.468738462745,False,70.94033212025731
Away,PASS,,2,109085,4363.4,109112,4364.48,Player19,Player20,0.19,0.45,0.23,0.36,,False,
Away,PASS,,2,109124,4364.96,109167,4366.68,Player20,Player21,0.22,0.35,0.24,0.26,,False,
Away,PASS,,2,109194,4367.76,109222,4368.88,Player21,Player19,0.24,0.25,0.25,0.44,2061.9913741974988,True,43.15671988791354
Away,PASS,,2,109284,4371.36,109324,4372.96,Player19,Player18,0.32,0.48,0.43,0.74,3429.6044932408413,False,71.7803586829884
Away,PASS,,2,109337,4373.48,109367,4374.68,Player18,Player17,0.44,0.78,0.39,0.84,534.6686806257045,True,11.190418530040725
Away,PASS,,2,109377,4375.08,109405,4376.2,Player17,Player19,0.39,0.83,0.43,0.61,,False,
Away,PASS,,2,109502,4380.08,109535,4381.4,Player19,Player21,0.53,0.59,0.5,0.34,,False,
Away,PASS,,2,109590,4383.6,109635,4385.4,Player21,Player27,0.56,0.28,0.72,0.02,168.36944077963557,True,3.523910373407513
Away,PASS,,2,109775,4391.0,109797,4391.88,Player27,Player19,0.81,0.25,0.72,0.47,910.0080239793014,True,19.04613272299112
Home,CHALLENGE,TACKLE-WON,2,109812,4392.48,109812,4392.48,Player6,,0.74,0.48,,,3389.590540619902,False,70.94288139453846
Home,RECOVERY,THEFT,2,109812,4392.48,109812,4392.48,Player6,,0.74,0.48,,,3389.590540619902,False,70.94288139453846
Away,CHALLENGE,TACKLE-LOST,2,109813,4392.52,109813,4392.52,Player19,,0.73,0.48,,,3389.5890381589547,False,70.94284994858428
Away,BALL LOST,THEFT,2,109813,4392.52,109818,4392.72,Player19,,0.73,0.48,0.73,0.49,1902.2752738026616,True,39.81392074113608
Home,PASS,,2,109815,4392.6,109850,4394.0,Player6,Player10,0.74,0.49,0.68,0.67,1039.1062297355893,True,21.748110613672008
Away,CHALLENGE,TACKLE-LOST,2,109858,4394.32,109858,4394.32,Player17,,0.69,0.66,,,3389.468169315988,False,70.94032020822534
Home,PASS,,2,109886,4395.44,109904,4396.16,Player10,Player8,0.68,0.63,0.65,0.76,1213.2239302009211,True,25.392329944819526
Home,CHALLENGE,TACKLE-FAULT-WON,2,110001,4400.04,110001,4400.04,Player8,,0.51,0.66,,,3389.417895441506,False,70.93926799455178
Home,FAULT RECEIVED,,2,110001,4400.04,110001,4400.04,Player8,,0.51,0.66,,,3389.417895441506,False,70.93926799455178
Away,CHALLENGE,TACKLE-FAULT-LOST,2,110010,4400.4,110010,4400.4,Player19,,0.5,0.65,,,3389.4163977495336,False,70.93923664841051
Home,SET PIECE,FREE KICK,2,113288,4531.52,113288,4531.52,Player3,,,,,,0.0,True,0.0
Home,PASS,,2,113294,4531.76,113314,4532.56,Player3,Player12,0.69,0.65,0.61,0.75,551.5496095923899,True,11.543730154899748
Home,PASS,,2,113320,4532.8,113347,4533.88,Player12,Player3,0.61,0.75,0.73,0.64,1055.65236143982,True,22.094415055156844
Home,BALL LOST,INTERCEPTION,2,113390,4535.6,113448,4537.92,Player3,,0.77,0.56,0.47,0.3,,False,
Away,CHALLENGE,AERIAL-WON,2,113447,4537.88,113447,4537.88,Player20,,0.48,0.33,,,3389.623880933043,False,70.94357919501095
Away,RECOVERY,INTERCEPTION,2,113447,4537.88,113447,4537.88,Player20,,0.48,0.33,,,3389.623880933043,False,70.94357919501095
Home,CHALLENGE,AERIAL-LOST,2,113448,4537.92,113448,4537.92,Player13,,0.48,0.33,,,3389.623880933043,False,70.94357919501095
Away,PASS,HEAD,2,113452,4538.08,113494,4539.76,Player20,Player21,0.48,0.32,0.51,0.41,3193.860431164808,True,66.84632230458026
Away,PASS,,2,113498,4539.92,113541,4541.64,Player21,Player15,0.51,0.41,0.36,0.57,460.252793974742,True,9.632921434954087
Away,PASS,,2,113568,4542.72,113588,4543.52,Player15,Player16,0.35,0.59,0.34,0.4,,False,
Away,PASS,,2,113631,4545.24,113673,4546.92,Player16,Player27,0.35,0.36,0.54,0.03,,False,
Away,PASS,,2,113726,4549.04,113751,4550.04,Player27,Player21,0.57,0.03,0.51,0.28,1180.260562417501,True,24.7024187998008
Away,BALL LOST,INTERCEPTION,2,113816,4552.64,113858,4554.32,Player21,,0.57,0.33,0.82,0.36,3702.545902957222,False,77.49292184515315
Home,RECOVERY,INTERCEPTION,2,113858,4554.32,113858,4554.32,Player2,,0.81,0.39,,,3388.987837376222,True,70.93026703766553
Home,BALL LOST,CLEARANCE,2,113862,4554.48,113954,4558.16,Player2,,0.81,0.4,0.64,0.89,1017.2036350705208,True,21.28969737557263
Away,RECOVERY,INTERCEPTION,2,113953,4558.12,113953,4558.12,Player17,,0.66,0.89,,,3389.270449089011,False,70.93618199670875
Away,PASS,,2,113957,4558.28,114002,4560.08,Player17,Player26,0.66,0.88,0.81,0.89,3580.4431830485582,False,74.93735689634175
Away,BALL LOST,INTERCEPTION,2,114107,4564.28,114119,4564.76,Player26,,0.95,0.78,0.98,0.75,950.5037160318108,True,19.893692640285888
Home,CHALLENGE,TACKLE-WON,2,114109,4564.36,114109,4564.36,Player4,,0.95,0.77,,,3389.446805541544,False,70.939873072296
Home,RECOVERY,INTERCEPTION,2,114109,4564.36,114109,4564.36,Player4,,0.95,0.77,,,3389.446805541544,False,70.939873072296
Home,BALL OUT,,2,114113,4564.52,114123,4564.92,Player4,,0.96,0.76,1.02,0.75,2682.281009484908,True,56.13915345890419
Away,SET PIECE,CORNER KICK,2,114591,4583.64,114591,4583.64,Player19,,,,,,0.0,True,0.0
Away,BALL LOST,INTERCEPTION,2,114640,4585.6,114640,4585.6,Player19,,0.93,0.93,0.98,0.59,,False,
Home,RECOVERY,INTERCEPTION,2,114670,4586.8,114670,4586.8,Player3,,0.94,0.55,,,3389.391346770166,False,70.93871234064035
Home,BALL LOST,CLEARANCE,2,114676,4587.04,114778,4591.12,Player3,,0.94,0.56,0.74,0.48,,False,
Away,CHALLENGE,AERIAL-WON,2,114770,4590.8,114770,4590.8,Player27,,0.74,0.47,,,3389.592669955149,False,70.9429259607408
Away,RECOVERY,INTERCEPTION,2,114770,4590.8,114770,4590.8,Player27,,0.74,0.47,,,3389.592669955149,False,70.9429259607408
Away,PASS,,2,114777,4591.08,114819,4592.76,Player27,Player21,0.74,0.47,0.6,0.52,,False,
Away,PASS,,2,114858,4594.32,114923,4596.92,Player21,Player19,0.58,0.53,0.69,0.93,2910.3973727992243,True,60.91354491203862
Away,BALL LOST,INTERCEPTION,2,114951,4598.04,115020,4600.8,Player19,,0.66,0.91,0.93,0.57,595.3256545299962,True,12.459946649698741
Home,CHALLENGE,AERIAL-WON,2,115012,4600.48,115012,4600.48,Player3,,0.91,0.55,,,3389.5081510335667,False,70.94115701084624
Home,RECOVERY,INTERCEPTION,2,115012,4600.48,115012,4600.48,Player3,,0.91,0.55,,,3389.5081510335667,False,70.94115701084624
Home,BALL LOST,INTERCEPTION,2,115016,4600.64,115043,4601.72,Player3,,0.92,0.55,0.8,0.66,363.787151622127,True,7.613931075481949
Away,RECOVERY,INTERCEPTION,2,115046,4601.84,115046,4601.84,Player18,,0.81,0.7,,,3389.4466320195424,False,70.93986944054441
Away,BALL LOST,INTERCEPTION,2,115127,4605.08,115142,4605.68,Player18,,0.86,0.85,0.92,0.52,,False,
Home,CHALLENGE,AERIAL-WON,2,115132,4605.28,115132,4605.28,Player2,,0.91,0.51,,,3389.264877639326,False,70.93606538831921
Home,RECOVERY,INTERCEPTION,2,115132,4605.28,115132,4605.28,Player2,,0.91,0.51,,,3389.264877639326,False,70.93606538831921
Home,BALL LOST,INTERCEPTION,2,115137,4605.48,115179,4607.16,Player2,,0.91,0.51,0.86,0.24,,False,
Away,RECOVERY,INTERCEPTION,2,115180,4607.2,115180,4607.2,Player23,,0.86,0.25,,,3388.628825869204,True,70.92275305907239
Away,PASS,,2,115258,4610.32,115273,4610.92,Player23,Player19,0.81,0.2,0.74,0.43,1039.656023252112,True,21.759617589445853
Away,BALL LOST,INTERCEPTION,2,115306,4612.24,115396,4615.84,Player19,,0.74,0.38,0.99,0.65,4521.883956405296,False,94.64136548494699
Home,RECOVERY,INTERCEPTION,2,115400,4616.0,115400,4616.0,Player11,,1.0,0.62,,,3343.9688784991326,True,69.98803681196432
Home,BALL LOST,INTERCEPTION,2,115814,4632.56,115892,4635.68,Player11,,0.86,0.52,0.3,0.81,,False,
Away,RECOVERY,INTERCEPTION,2,115892,4635.68,115892,4635.68,Player15,,0.34,0.73,,,3389.2811300357343,False,70.93640554498914
Away,PASS,,2,115921,4636.84,115928,4637.12,Player15,Player17,0.32,0.72,0.35,0.73,4329.286662742377,False,90.61037507548629
Home,CHALLENGE,TACKLE-WON,2,115976,4639.04,115976,4639.04,Player8,,0.38,0.82,,,3389.2436291488743,False,70.93562066524133
Home,RECOVERY,THEFT,2,115976,4639.04,115976,4639.04,Player8,,0.38,0.82,,,3389.2436291488743,False,70.93562066524133
Away,CHALLENGE,TACKLE-LOST,2,115997,4639.88,115997,4639.88,Player17,,0.39,0.87,,,3389.2042770506787,False,70.9347970403222
Away,BALL LOST,THEFT,2,115997,4639.88,115997,4639.88,Player17,,0.39,0.87,0.34,0.94,623.5404279618825,True,13.050471464175601
Home,PASS,,2,116016,4640.64,116031,4641.24,Player8,Player12,0.41,0.92,0.47,0.81,,False,
Home,PASS,,2,116062,4642.48,116084,4643.36,Player12,Player10,0.46,0.82,0.37,0.67,,False,
Home,PASS,,2,116103,4644.12,116118,4644.72,Player10,Player5,0.36,0.66,0.42,0.56,124.58977046679826,True,2.6076180008404117
Home,PASS,,2,116156,4646.24,116194,4647.76,Player5,Player7,0.42,0.5,0.47,0.21,,False,
Home,PASS,,2,116206,4648.24,116236,4649.44,Player7,Player13,0.45,0.19,0.33,0.05,,False,
Home,PASS,,2,116246,4649.84,116274,4650.96,Player13,Player7,0.33,0.04,0.41,0.11,4669.684629058828,False,97.73477911837509
Home,PASS,,2,116289,4651.56,116301,4652.04,Player7,Player10,0.41,0.1,0.34,0.19,561.8286090568394,True,11.75886582722423
Home,BALL LOST,REFEREE HIT,2,116401,4656.04,116409,4656.36,Player10,,0.28,0.39,0.32,0.37,1831.789678872577,True,38.33868320396914
Away,RECOVERY,INTERCEPTION,2,116412,4656.48,116412,4656.48,Player18,,0.32,0.53,,,3389.45277543684,False,70.93999802000542
Away,PASS,,2,116465,4658.6,116482,4659.28,Player18,Player26,0.38,0.6,0.5,0.42,298.6290120041388,True,6.25019521552692
Home,CHALLENGE,TACKLE-WON,2,116601,4664.04,116601,4664.04,Player3,,0.74,0.48,,,3389.590540619902,False,70.94288139453846
Home,RECOVERY,THEFT,2,116601,4664.04,116601,4664.04,Player3,,0.74,0.48,,,3389.590540619902,False,70.94288139453846
Home,PASS,,2,116603,4664.12,116638,4665.52,Player3,Player12,0.75,0.48,0.74,0.54,1389.6220725052312,True,29.084278083612404
Away,CHALLENGE,TACKLE-LOST,2,116614,4664.56,116614,4664.56,Player26,,0.76,0.51,,,3389.568784573847,False,70.94242604850878
Away,BALL LOST,THEFT,2,116614,4664.56,116614,4664.56,Player26,,0.76,0.51,0.76,0.46,,False,
Home,PASS,,2,116648,4665.92,116686,4667.44,Player12,Player9,0.74,0.54,0.6,0.65,267.1190115050092,True,5.590702512392701
Home,PASS,,2,116832,4673.28,116849,4673.96,Player9,Player8,0.51,0.77,0.5,0.93,1625.826730924529,True,34.02795457381559
Home,PASS,,2,116875,4675.0,116900,4676.0,Player8,Player12,0.5,0.93,0.56,0.8,,False,
Home,PASS,,2,116915,4676.6,116930,4677.2,Player12,Player8,0.56,0.82,0.48,0.96,729.2679710075204,True,15.263309993354085
Home,PASS,,2,116945,4677.8,116958,4678.32,Player8,Player12,0.48,0.96,0.55,0.89,926.7812941046102,True,19.39719108795833
Home,PASS,,2,116995,4679.8,117007,4680.28,Player12,Player4,0.57,0.89,0.67,0.88,2849.640374147247,True,59.641923311257585
Home,PASS,,2,117030,4681.2,117075,4683.0,Player4,Player3,0.68,0.88,0.79,0.71,259.15434281559334,True,5.424004930661579
Home,PASS,,2,117082,4683.28,117145,4685.8,Player3,Player2,0.79,0.7,0.83,0.34,,False,
Home,PASS,,2,117240,4689.6,117265,4690.6,Player2,Player13,0.79,0.2,0.56,0.25,,False,
Home,PASS,,2,117274,4690.96,117289,4691.56,Player13,Player5,0.57,0.26,0.63,0.36,3958.44896397968,False,82.84887864555635
Home,PASS,,2,117354,4694.16,117374,4694.96,Player5,Player7,0.57,0.3,0.61,0.05,,False,
Home,PASS,,2,117385,4695.4,117415,4696.6,Player7,Player2,0.61,0.05,0.73,0.18,4474.929190542796,False,93.65861953213275
Home,PASS,,2,117480,4699.2,117508,4700.32,Player2,Player3,0.71,0.22,0.79,0.47,3025.6456274433576,True,63.32564842783703
Home,PASS,,2,117545,4701.8,117570,4702.8,Player3,Player4,0.79,0.48,0.74,0.83,1371.3031778393906,True,28.700870366372282
Home,PASS,,2,117633,4705.32,117678,4707.12,Player4,Player8,0.71,0.83,0.62,0.97,682.9866618712879,True,14.294659241739927
Home,PASS,,2,117686,4707.44,117724,4708.96,Player8,Player4,0.63,0.97,0.71,0.89,953.8109598210108,True,19.962912034507212
Home,PASS,,2,117754,4710.16,117784,4711.36,Player4,Player3,0.72,0.89,0.85,0.74,726.9107485530258,True,15.213974195709579
Home,PASS,,2,117826,4713.04,117864,4714.56,Player3,Player2,0.86,0.72,0.82,0.27,,False,
Home,PASS,,2,117984,4719.36,118026,4721.04,Player2,Player12,0.66,0.18,0.54,0.6,1095.3583524101325,True,22.925446819702756
Home,PASS,,2,118033,4721.32,118053,4722.12,Player12,Player9,0.53,0.6,0.42,0.65,,False,
Home,PASS,,2,118084,4723.36,118109,4724.36,Player9,Player12,0.42,0.63,0.45,0.74,2929.8880400006537,True,61.32147739680375
Home,PASS,,2,118124,4724.96,118149,4725.96,Player12,Player8,0.44,0.75,0.25,0.95,444.11509903186646,True,9.295165424428907
Home,BALL LOST,INTERCEPTION,2,118223,4728.92,118243,4729.72,Player8,,0.15,0.82,0.14,0.65,,False,
Away,RECOVERY,INTERCEPTION,2,118238,4729.52,118238,4729.52,Player15,,0.15,0.65,,,3389.308643909257,False,70.9369814002267
Away,BALL LOST,INTERCEPTION,2,118242,4729.68,118274,4730.96,Player15,,0.15,0.65,0.23,0.64,2883.2125015159027,True,60.34457557014703
Home,RECOVERY,INTERCEPTION,2,118290,4731.6,118290,4731.6,Player12,,0.29,0.68,,,3389.3248480008806,False,70.9373205458953
Home,PASS,,2,118322,4732.88,118342,4733.68,Player12,Player5,0.29,0.68,0.31,0.54,,False,
Home,PASS,,2,118372,4734.88,118397,4735.88,Player5,Player4,0.31,0.54,0.39,0.78,3060.398342687381,True,64.05300995606576
Home,PASS,,2,118436,4737.44,118454,4738.16,Player4,Player8,0.38,0.8,0.28,0.95,645.4448429675738,True,13.50892280133366
Home,BALL LOST,THEFT,2,118509,4740.36,118561,4742.44,Player8,,0.34,0.92,0.36,0.93,4711.044221294355,False,98.60042014826624
Away,CHALLENGE,TACKLE-WON,2,118532,4741.28,118532,4741.28,Player26,,0.37,0.92,,,3389.1563162641264,False,70.93379323872693
Away,RECOVERY,INTERCEPTION,2,118532,4741.28,118532,4741.28,Player26,,0.37,0.92,,,3389.1563162641264,False,70.93379323872693
Away,BALL LOST,INTERCEPTION,2,118593,4743.72,118628,4745.12,Player26,,0.38,0.98,0.46,0.85,170.30925809541662,True,3.5645100352579258
Home,CHALLENGE,TACKLE-WON,2,118628,4745.12,118628,4745.12,Player12,,0.47,0.89,,,3389.215738019741,False,70.9350369141828
Home,RECOVERY,INTERCEPTION,2,118628,4745.12,118628,4745.12,Player12,,0.47,0.89,,,3389.215738019741,False,70.9350369141828
Home,PASS,,2,118634,4745.36,118641,4745.64,Player12,Player4,0.48,0.89,0.51,0.93,4234.1205905007855,False,88.61858423971631
Home,PASS,,2,118676,4747.04,118706,4748.24,Player4,Player12,0.51,0.94,0.49,0.85,,False,
Home,PASS,,2,118721,4748.84,118749,4749.96,Player12,Player5,0.49,0.83,0.5,0.57,,False,
Home,PASS,,2,118799,4751.96,118861,4754.44,Player5,Player10,0.48,0.49,0.17,0.26,,False,
Home,SHOT,OFF TARGET-OUT,2,118911,4756.44,118924,4756.96,Player10,,0.08,0.31,-0.03,0.42,412.29441265369786,True,8.6291701802935
Away,RECOVERY,,2,118960,4758.4,118960,4758.4,Player25,,0.01,0.44,,,3389.3429201500094,False,70.93769878931934
Away,PASS,GOAL KICK,2,119733,4789.32,119768,4790.72,Player25,Player15,0.04,0.5,0.1,0.83,2514.4878564912547,True,52.62730457657063
Away,PASS,,2,119810,4792.4,119842,4793.68,Player15,Player21,0.12,0.82,0.27,0.73,1612.3474861252394,True,33.7458389455046
Away,PASS,,2,119860,4794.4,119885,4795.4,Player21,Player17,0.28,0.76,0.37,1.0,3209.078053991974,True,67.16482154464984
Away,PASS,,2,119902,4796.08,119935,4797.4,Player17,Player21,0.37,0.98,0.37,0.79,,False,
Away,PASS,,2,120002,4800.08,120027,4801.08,Player21,Player16,0.42,0.64,0.32,0.49,,False,
Away,PASS,,2,120073,4802.92,120108,4804.32,Player16,Player27,0.36,0.39,0.56,0.06,136.86376922238549,True,2.864508273432183
Away,BALL OUT,,2,120199,4807.96,120307,4812.28,Player27,,0.59,0.38,1.02,0.9,4361.409033703869,False,91.28268446681935
Home,RECOVERY,,2,120370,4814.8,120370,4814.8,Player11,,0.99,0.58,,,3389.3312698210816,False,70.9374549522265
Home,BALL LOST,GOAL KICK,2,121704,4868.16,121805,4872.2,Player11,,0.97,0.46,0.42,0.66,,False,
Away,RECOVERY,INTERCEPTION,2,121799,4871.96,121799,4871.96,Player18,,0.44,0.7,,,3389.2086878706523,False,70.93488935715943
Away,BALL LOST,INTERCEPTION,2,121802,4872.08,121892,4875.68,Player18,,0.44,0.7,0.76,0.47,1391.973296967542,True,29.133488345489976
Home,RECOVERY,INTERCEPTION,2,121893,4875.72,121893,4875.72,Player2,,0.75,0.5,,,3389.5770115432506,False,70.94259823594783
Home,PASS,,2,121899,4875.96,121949,4877.96,Player2,Player11,0.77,0.5,0.94,0.46,2528.160635414258,True,52.91347080279895
Home,BALL LOST,INTERCEPTION,2,121953,4878.12,122063,4882.52,Player11,,0.94,0.46,0.44,0.63,,False,
Away,CHALLENGE,AERIAL-WON,2,122063,4882.52,122063,4882.52,Player15,,0.43,0.63,,,3389.4107421190984,False,70.93911827814885
Away,RECOVERY,INTERCEPTION,2,122063,4882.52,122063,4882.52,Player15,,0.43,0.63,,,3389.4107421190984,False,70.93911827814885
Home,CHALLENGE,AERIAL-LOST,2,122063,4882.52,122063,4882.52,Player9,,0.42,0.63,,,3389.379996978349,False,70.93847479367852
Away,BALL LOST,INTERCEPTION,2,122067,4882.68,122144,4885.76,Player15,,0.44,0.63,0.48,0.44,,False,
Home,RECOVERY,INTERCEPTION,2,122133,4885.32,122133,4885.32,Player14,,0.48,0.43,,,3389.5534274284096,False,70.94210462911187
Away,CHALLENGE,AERIAL-LOST,2,122144,4885.76,122144,4885.76,Player28,,0.47,0.46,,,3389.545666164435,False,70.94194218871588
Home,BALL LOST,INTERCEPTION,2,122148,4885.92,122172,4886.88,Player14,,0.47,0.42,0.41,0.34,,False,
Home,RECOVERY,INTERCEPTION,2,122215,4888.6,122215,4888.6,Player7,,0.51,0.22,,,3389.392054562455,False,70.93872715447223
Home,PASS,,2,122240,4889.6,122272,4890.88,Player7,Player2,0.51,0.21,0.58,0.3,4361.325650754712,False,91.2809392924092
Home,PASS,,2,122282,4891.28,122302,4892.08,Player2,Player12,0.58,0.29,0.54,0.47,1220.6612684657434,True,25.54799069501617
Home,PASS,,2,122308,4892.32,122332,4893.28,Player12,Player5,0.54,0.47,0.47,0.42,,False,
Home,PASS,,2,122337,4893.48,122375,4895.0,Player5,Player3,0.47,0.42,0.62,0.61,4309.7820021560165,False,90.20214971432928
Home,PASS,,2,122384,4895.36,122416,4896.64,Player3,Player4,0.62,0.64,0.52,0.91,969.0070209226192,True,20.280959995603542
Home,PASS,,2,122474,4898.96,122494,4899.76,Player4,Player12,0.51,0.94,0.54,0.8,,False,
Home,PASS,,2,122539,4901.56,122581,4903.24,Player12,Player2,0.54,0.76,0.61,0.3,,False,
Home,PASS,,2,122656,4906.24,122681,4907.24,Player2,Player14,0.56,0.23,0.39,0.02,,False,
Home,PASS,,2,122727,4909.08,122754,4910.16,Player14,Player9,0.42,0.06,0.36,0.15,659.5689543039844,True,13.80453524871764
Home,PASS,,2,122824,4912.96,122844,4913.76,Player9,Player13,0.31,0.19,0.26,0.41,1199.7425737308452,True,25.110170120016857
Home,PASS,,2,122860,4914.4,122867,4914.68,Player13,Player14,0.26,0.44,0.27,0.39,,False,
Home,SHOT,OFF TARGET-OUT,2,122923,4916.92,122930,4917.2,Player14,,0.25,0.49,-0.02,0.6,,False,
Away,RECOVERY,,2,122927,4917.08,122927,4917.08,Player25,,0.01,0.56,,,3389.3401993756206,False,70.93764184451364
Away,PASS,GOAL KICK,2,123070,4922.8,123122,4924.88,Player25,Player17,0.04,0.59,0.33,0.89,4450.906877743685,False,93.15584137432666
Away,BALL LOST,INTERCEPTION,2,123136,4925.44,123148,4925.92,Player17,,0.35,0.88,0.37,0.87,1880.7698420294964,True,39.36381997606168
Home,RECOVERY,INTERCEPTION,2,123148,4925.92,123148,4925.92,Player4,,0.38,0.89,,,3389.178692486661,False,70.93426156482187
Home,BALL LOST,INTERCEPTION,2,123181,4927.24,123198,4927.92,Player4,,0.38,0.95,0.38,0.93,,False,
Away,CHALLENGE,TACKLE-WON,2,123213,4928.52,123213,4928.52,Player17,,0.36,0.99,,,3389.0795051666178,True,70.93218561075092
Away,RECOVERY,INTERCEPTION,2,123213,4928.52,123213,4928.52,Player17,,0.36,0.99,,,3389.0795051666178,True,70.93218561075092
Away,BALL OUT,,2,123216,4928.64,123224,4928.96,Player17,,0.36,0.99,0.31,1.03,274.91965734967687,True,5.753967156404202
Home,SET PIECE,THROW IN,2,123282,4931.28,123282,4931.28,Player4,,,,,,0.0,True,0.0
Home,PASS,,2,123284,4931.36,123322,4932.88,Player4,Player13,0.37,1.0,0.29,0.82,1.0,True,0.020929631630835308
Home,PASS,,2,123349,4933.96,123366,4934.64,Player13,Player8,0.31,0.88,0.3,0.99,1559.4653989500823,True,32.63903634105885
Home,PASS,,2,123409,4936.36,123409,4936.36,Player8,Player4,0.3,1.0,0.38,1.0,3383.171000973616,True,70.80852279450215
Home,PASS,,2,123414,4936.56,123427,4937.08,Player4,Player12,0.38,1.0,0.43,0.92,87.06255361517715,True,1.8221871760055064
Home,PASS,,2,123435,4937.4,123442,4937.68,Player12,Player4,0.43,0.93,0.41,1.0,1095.358352410236,True,22.925446819704923
Home,PASS,,2,123446,4937.84,123498,4939.92,Player4,Player3,0.42,1.0,0.65,0.9,1685.8721747661752,True,35.28468359453125
Home,PASS,,2,123556,4942.24,123598,4943.92,Player3,Player11,0.71,0.85,0.88,0.6,342.1240462838871,True,7.160530260772606
Home,PASS,,2,123693,4947.72,123733,4949.32,Player11,Player9,0.86,0.56,0.56,0.39,,False,
Home,PASS,,2,123805,4952.2,123832,4953.28,Player9,Player14,0.63,0.33,0.54,0.27,,False,
Home,BALL LOST,INTERCEPTION,2,123879,4955.16,123944,4957.76,Player14,,0.56,0.38,0.28,0.28,,False,
Away,RECOVERY,INTERCEPTION,2,123920,4956.8,123920,4956.8,Player16,,0.36,0.37,,,3389.576677862397,False,70.94259125213048
Away,PASS,,2,124005,4960.2,124045,4961.8,Player16,Player25,0.15,0.25,0.01,0.32,,False,
Away,BALL LOST,INTERCEPTION,2,124051,4962.04,124146,4965.84,Player25,,0.01,0.32,0.45,0.43,4122.640128082743,False,86.2853392272715
Home,RECOVERY,INTERCEPTION,2,124147,4965.88,124147,4965.88,Player12,,0.43,0.47,,,3389.516115213675,False,70.94132369820215
Home,BALL LOST,HEAD,2,124149,4965.96,124189,4967.56,Player12,,0.43,0.47,0.35,0.45,,False,
Away,RECOVERY,INTERCEPTION,2,124197,4967.88,124197,4967.88,Player15,,0.31,0.51,,,3389.4702540425487,False,70.94036384078431
Away,PASS,,2,124219,4968.76,124259,4970.36,Player15,Player17,0.32,0.53,0.27,0.78,1283.3986157667605,True,26.86106026352224
Away,PASS,,2,124324,4972.96,124356,4974.24,Player17,Player16,0.23,0.75,0.26,0.52,,False,
Away,PASS,,2,124396,4975.84,124451,4978.04,Player16,Player27,0.27,0.51,0.5,0.07,,False,
Away,PASS,,2,124504,4980.16,124514,4980.56,Player27,Player28,0.55,0.07,0.59,0.22,2741.894431095905,True,57.38684041347604
Away,PASS,,2,124536,4981.44,124614,4984.56,Player28,Player27,0.6,0.21,0.81,0.04,1242.4428630649795,True,26.003871446310377
Away,PASS,,2,124721,4988.84,124751,4990.04,Player27,Player23,0.94,0.3,0.85,0.42,590.9019847405928,True,12.367360870550073
Away,SHOT,OFF TARGET-OUT,2,124755,4990.2,124775,4991.0,Player23,,0.85,0.41,1.03,0.42,3412.0704918202327,False,71.41337849224053
Home,RECOVERY,,2,124787,4991.48,124787,4991.48,Player11,,0.99,0.48,,,3389.348618239419,False,70.93781804823169
Away,RECOVERY,,2,124868,4994.72,124868,4994.72,Player25,,0.19,0.49,,,3389.443300072817,False,70.93979970412684
Home,PASS,GOAL KICK,2,125558,5022.32,125677,5027.08,Player11,Player9,0.98,0.47,0.36,0.11,,False,
Away,BALL LOST,GOAL KICK,2,125622,5024.88,125686,5027.44,Player25,,0.11,0.43,0.37,0.13,728.6879953492365,True,15.251171316471352
